Nov 28 00:08:24.739 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 12)
Nov 28 00:08:25.014 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60504f04,JIT on)
Nov 28 00:08:25.014 CPU0: CPU_STATE: Starting CPU (old state=2)...
Nov 28 00:08:25.139 ROM: Microcode has started.
Nov 28 00:08:34.718 ROM: trying to read bootvar 'NO_CP0'
Nov 28 00:08:34.718 ROM: trying to read bootvar 'NO_RANDOM_NUM'
Nov 28 00:08:34.718 ROM: trying to read bootvar 'RANDOM_NUM'
Nov 28 00:08:34.718 ROM: trying to read bootvar 'OFFSET'
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
Nov 28 00:08:37.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605b0f08 (size=1)
